Name,PortraitURL,Biography
"Father Abram J. Ryan (February 5, 1838&ndash;April 22, 1886)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/ryanabr3.jpg,"Abram J. Ryan was born at Hagerstown, Md., where his father worked as a plantation overseer. His family moved to Ralls City, Mo., in 1840, then settled in St. Louis in 1846. Ryan attended Catholic schools and was encouraged to enter the priesthood. He studied theology at the Seminary of Our Lady of Angels (now Niagara University) in western New York State and was ordained a priest in the Vincentian Order in St. Louis in 1860. Traveling on missions for the Vincentians, he developed a reputation as an exciting preacher. However, Ryan’s Confederate sympathies clashed with those of his superiors. In 1862, he left the Order and became a parish priest at St. Mary’s Church in Peoria, Ill. A false story that Ryan was a Confederate spy destroyed his reputation, and he was sent to Tennessee. Ryan did parish work and ministered to Confederate troops, although he never enlisted as an official chaplain. After Lee’s surrender in 1865, Ryan wrote “The Conquered Banner,” the first of his “Lost Cause” poems. In 1867, Ryan was transferred to a parish in Augusta, Ga., where he was a popular speaker and was editor for the Catholic weekly <em>Banner of the South</em>. He used the paper to express his Anti-Reconstruction views, however, and was dismissed from the parish in 1870. </p>
<p>Ryan became a curate of the Cathedral of the Immaculate Conception in Mobile, Ala., and also served as editor of the New Orleans diocese newspaper. His health failed, and he spent the winter of 1872/73 recuperating in Italy. Ryan’s bishop then sent him to New York State for a year to do parish fundraising. Back in Mobile, Ryan’s Anti-Reconstruction speeches led to his removal from the diocese newspaper and an end to his political lectures. In 1877, he was made pastor of St. Mary’s Church on the outskirts of Mobile. He collected his poems for publication in book form, and <em>Father Ryan’s Poems</em> was published in Mobile in 1879. A second edition, rearranged and with a new title and several new poems, was published the following year by a Baltimore firm. Travels associated with its publication and with fundraising strained Ryan’s fragile health. He retired from St. Mary’s to live in Biloxi, Miss., where he worked on a devotional book. After its publication, he began traveling again to raise funds for various charities. He was frequently ill, necessitating lengthy visits with friends to recover. Ryan died at a Franciscan monastery in Louisville, Ky., in 1886. His body was returned to Mobile for burial."
"Sonia Sanchez (September 9, 1934&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/sanchso.jpg,"Sonia Sanchez was born in Birmingham, Ala. Her mother died when she was one, and she and her sister were cared for by their grandmother until she died when Sanchez was six. The two girls then lived with family and friends until 1943, when they moved with their father and stepmother to Harlem. Sanchez began stuttering after her grandmother died and continued stuttering until she was sixteen. She felt isolated as a result and spent a lot of time reading, going to the library every day. She also began writing during this period as a way of articulating her thoughts. Sanchez graduated from Hunter College in 1955 with a BA in political science. Several years later, she spent a year doing postgraduate study in poetry at New York University under the direction of Louise Bogan. Sanchez was involved with the Congress of Racial Equality in the 1960s and the Nation of Islam (Black Muslims) in the 1970s. She began teaching in the mid-1960s and was a pioneer in bringing black studies into colleges and universities. She taught for several years in San Francisco and later in Pennsylvania, New Jersey, New York, and Massachusetts. She joined the faculty of Temple University in 1977 and held the Laura H. Carnell Chair in English from 1988 until her retirement in 1999. </p>
<p>Sanchez began publishing her poems in the early 1960s in journals such as the <em>Liberator</em> and the <em>Journal of Black Poetry</em>. Her first book, <em>Homecoming</em>, was published in 1969. In addition to her poetry, Sanchez has published three books for children and has written six plays. None of her plays has been published on its own, but several have been included in anthologies of black drama. She has also written columns for <em>Muhammed Speaks</em>, the <em>American Poetry Review</em>, and the <em>Philadelphia Daily News</em>. Sanchez has received grants and fellowship awards from PEN, the National Institute of Arts and Letters, the National Endowment for the Arts, and the Pew Charitable Trusts. She has also been recognized for her activism for racial and gender equality. Although she has retired from teaching, Sanchez continues to write poetry and to give readings. She lives in Philadelphia."
"Elise Sanguinetti (January 26, 1926&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/sanguel.jpg,"Elise Sanguinetti was born and grew up in Anniston, Ala. Her father, Col. Harry M. Ayers, was the owner, editor, and publisher of <em>The Anniston Star</em>. Sanguinetti attended high school at a private boarding school, Ashley Hall, in Charleston, S.C. During this time, she decided to become a writer, and she wrote for the school’s literary magazine. Sanguinetti attended St. Olaf College in Northfield, Minn., for one year before transferring to the University of Alabama, where she was a student of <a href=""http://www.alabamaliterarymap.org/author.cfm?AuthorID=126"">Hudson Strode</a>. Sanguinetti and fellow student <a href=""http://www.alabamaliterarymap.org/author.cfm?AuthorID=19"">Harper Lee</a> were on the staff of the University’s humor magazine, <em>The Rammer-Jammer</em>. Sanguinetti graduated from the University with an AB. She worked for four years as a reporter and feature writer for <em>The Anniston Star</em> before moving with her husband to Pittsburgh, Pa., where she began writing short stories. </p>
<p>Sanguinetti’s first national publication was “To You, Fr&eacute;re Twig,” which appeared in <em>Mademoiselle</em> magazine in 1960. An expanded version of this story was published in 1962 as <em>The Last of the Whitfields</em>. Sanguinetti published four novels between 1962 and 1971. In 1977, her mother, who had been running the family publishing business since the death of Col. Ayers, died, and Sanguinetti and her brother took over the business. She also continued to publish short stories in literary magazines. In 2002, Sanguinetti and her brother, H. Brandt Ayers, created a nonprofit foundation to own and operate <em>The Anniston Star</em> and a program in partnership with the University of Alabama to offer a graduate program in community journalism."
"Margaret Zehmer Searcy (October 26, 1926&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/searcmz.jpg,"Margaret Zehmer Searcy was born and grew up in Raleigh, N.C. She earned her BA from Duke University in 1946. In 1954, Searcy became the first student to receive an MA in anthropology from the University of Alabama. She was an instructor in anthropology at the University of Alabama from 1963 until her retirement in 1988. Searcy's first children's book, <em>Ikwa of the Temple Mounds</em>, was published in 1974. Since then, she has published six more books for children and young adults. Television versions of <em>Ikwa of the Temple Mounds</em> and <em>The Race of Flitty Humming Bird and Flappy Crane</em> were first broadcast by Alabama Public Television in 1978."
"Celestine Sibley (May 23, 1917&ndash;August 15, 1999)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/siblece.jpg,"Celestine Sibley was born in Holley, Fla. When her parents separated, she and her mother moved to Mobile. When Sibley’s mother remarried, they moved to Hatter’s Mill at Creola, Ala., where her stepfather’s family had a lumber business. Sibley commuted to Mobile to attend high school where she worked on the school newspaper and got a part-time job at the <em>Mobile Press</em>. After graduation from high school in 1933, she worked full-time at the <em>Press</em>. When Spring Hill College began allowing women to enroll, Sibley attended classes there while still working for the newspaper. In 1936, Sibley married a fellow newspaper reporter and moved with him to Pensacola, Fla. The two worked at the <em>Pensacola News-Journal</em> for five years. Following the advice of the newspaper’s editor, Sibley continued to use her maiden name for her writing. In 1941, the couple moved to Atlanta, where Sibley took a job at <em>The Atlanta Constitution</em>. In 1944, while taking time off to care for her children, Sibley began writing a twice-weekly column for the <em>Constitution</em>. For several years, she moved between Atlanta and Florida, following her husband as he changed jobs. During this time, she was also writing articles and stories for magazines such as <em>True Story</em>. </p>
<p>When <em>The Atlanta Constitution</em> and <em>The Atlanta Journal</em> merged in 1950, Sibley’s job with the newspaper was expanded to include twice-yearly trips to Hollywood to cover new movies for the Sunday magazine. On one of her trips to the West Coast, Sibley began writing a murder mystery set in a newsroom. <em>The Malignant Heart</em> was published in 1958. In 1963, she published a history of Atlanta called <em>Peachtree Street, U.S.A.</em>, and, the following year, she published a collection of her stories under the title <em>Christmas in Georgia</em>. Sibley continued to work as a newspaper reporter, including covering the trials of James Earl Ray (<a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=132"">Martin Luther King, Jr.</a>’s assassin), Arthur Bremer (Alabama Gov. George C. Wallace’s assailant), and fellow Alabama writer <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=65"">Jesse Hill Ford</a>. Sibley wrote nonfiction books, including a history of Rich’s department stores and a biography of wildlife artist Sallie Middleton. She wrote several novels, including one based on her family, <em>Jincey</em>. She also wrote a series of murder mysteries featuring a reporter heroine. Her memoir <em>Turned Funny</em> was published in 1988. After her retirement from newspaper reporting, Sibley continued to write her nationally-syndicated columns. Her last column was published a few weeks before her death from cancer at her home in Dog Island, Fla."
"Anne Rivers Siddons (January 9, 1936&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/siddoar1.jpg,"Anne Rivers Siddons was born in Atlanta and grew up in the nearby town of Fairburn, Ga. She attended Alabama Polytechnic Institute (now Auburn University), where she majored in illustration and earned a BAA (Bachelor of Applied Arts) in 1958. While at API, Siddons was on the staff of the student newspaper, <em>The Auburn Plainsman</em>. After graduation, Siddons returned to Atlanta and took classes at the Atlanta School of Art. In 1959, she began working for the advertising department of Retail Credit Corp., doing design and layout. In 1961, she moved to Citizens & Southern National Bank, adding copywriting to her design and layout work. From 1963 to 1967, Siddons worked as a writer and editor for <em>Atlanta</em> magazine. She returned to the advertising business in 1967, working first for Burke-Dowling Adams, then for Burton Campbell Advertising. </p>
<p>In 1974, Siddons left Burton Campbell and signed a book contract with Doubleday. Her first book, <em>John Chancellor Makes Me Cry</em>, was a collection of essays, most of which had previously been published in magazines such as <em>Atlanta</em> and <em>Georgia</em>. Except for a travel guide to Atlanta, all of her subsequent books have been novels. Her first novel, <em>Heartbreak Hotel</em>, was made into the movie <em>Heart of Dixie</em>, which was released in 1989. <em>The House Next Door</em>, a horror novel, was made into a Lifetime television movie which aired in 2006.  In 1998, Siddons and her husband moved from Atlanta to Charleston, S.C. They divide their time between Charleston and their summer home in Brooklin, Maine."
"E. B. Sledge (November 4, 1923&ndash;March 3, 2001)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/sledgeb.jpg,"E. B. Sledge was born and grew up in Mobile, Ala. His father, a physician, taught him to hunt and to accurately observe and describe his surroundings.  After graduating from high school, he spent a year at Marion Military Institute and a brief period at the Georgia Institute of Technology in an officers’ training program. Sledge left the program in late 1943 to enlist in the US Marine Corps. After basic training, he was sent to the Pacific Theater. He fought at Peleliu and Okinawa where some of the fiercest battles of WWII took place. Despite heavy casualties in his unit, he survived without being physically wounded. It took him years, however, to recover from the psychological wounds from that experience. After the Japanese surrendered, Sledge was assigned to serve in China as part of the occupation force. </p>
<p>Sledge returned to Mobile after his tour of duty in 1946 but found it hard to readjust to civilian life. He earned a BS degree in 1949 from Alabama Polytechnic Institute (now Auburn University) and attempted to establish a career in the insurance business. On his father’s advice, he returned to Auburn for an MS in botany. In 1960, he graduated from the University of Florida with a PhD in zoology. After spending two years working for the Florida State Department of Agriculture, Sledge joined the biology faculty of Alabama College (now the University of Montevallo), where he taught until his retirement. Sledge initially wrote about his war experiences to explain them to his family, but he was persuaded by his wife to seek publication. The second book was published posthumously, twenty-one years after the first."
"Lee Smith (November 1, 1944&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/smithle.jpg,"Lee Smith was born and grew up in Grundy, Va., a small mountain town where her mother taught school and her father ran a dime store. She began writing stories as a child and, together with a friend, wrote and published a neighborhood newspaper. Her last two years of high school were spent at St. Catherine’s School in Richmond, Va. Smith attended Hollins College (now Hollins University) in Roanoke, Va., where she wrote for the student newspaper and literary magazine. She also spent part of a year working for <em>The Richmond News-Leader</em>, for which she received academic credit. Smith graduated with a BA degree in 1967, one of fourteen college seniors that year to win a writing grant from the Book-of-the-Month Club. (Her novel <em>The Last Day the Dogbushes Bloomed</em> was published in 1968.) In 1967, Smith married poet James A. Seay. The couple moved to Tuscaloosa, Ala., where he taught at the University of Alabama and she worked for <em>The Tuscaloosa News</em>. Smith’s next two novels were published while she was living in Alabama. </p>
<p>Smith and her family moved to Chapel Hill, N.C., in 1974, where she taught high school English for several years. She began teaching creative writing classes at University of North Carolina at Chapel Hill in 1977. Smith continued writing as well, and two of her short stories were included in O. Henry <em>Prize Stories</em> collections. In 1981, Smith joined the English faculty at North Carolina State University in Raleigh. She and Seay divorced that year, and Smith moved to Raleigh. Also that year, she published her fourth novel and a collection of short stories. Smith remarried in 1985 to journalist Hal Crowther. She continued to teach and to publish novels and short stories. In 1994, Smith received an award from the Lila Wallace/Readers Digest Foundation to do community work. She went to Knott County, Ky., (home of author <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=35"">James Still</a>) and worked in literacy programs at the Hindeman Settlement School. Smith retired from North Carolina State University in 2000. She lives in Hillsborough, N.C., and has a cabin in Jefferson, N.C."
"Virginia Sorensen (February 17, 1912&ndash;December 24, 1991)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/sorenve1.jpg,"Virginia Sorensen was born in Provo, Utah. Her family moved to Manti, Utah, when she was five and to American Fork, Utah, when she was thirteen. She read extensively when she was growing up and was on the yearbook and newspaper staffs when she was in high school. She studied journalism at Brigham Young University and the University of Missouri, earning a BS degree from Brigham Young in 1934. After graduation, Sorensen and her family moved to Palo Alto, Calif., so that her husband could attend graduate school at Stanford University. After he finished his studies, Sorensen and her family moved frequently. From 1938 until the late 1950s, they lived in Terre Haute, Ind., East Lansing, Mich., Auburn, Ala., and Edinboro, Pa., while Sorensen's husband pursued a career teaching college English. For some of this time, Sorensen's mother-in-law was living with them, providing childcare that allowed her time to write. Sorensen's first novel, <em>A Little Lower Than the Angels</em>, was published in 1942. </p>
<p>From 1942 to 1978, Sorensen published eight novels for adults, seven books for children, and a collection of stories about her childhood. She received two Guggenheim Fellowships to do research in Mexico (1946) and in Denmark (1954). In 1954, she also spent time in residence at the MacDowell Colony in New Hampshire where she met the writer Alec Waugh. Sorensen's marriage failed in the late 1950s, and she and her husband were divorced. In the late 1960s, she and Waugh were both writers-in-residence at Central State College (now University of Central Oklahoma) in Edmond, Okla. In 1969, Sorensen and Waugh married in Gibraltar. They traveled extensively and made their home in Tangier, Morocco. The couple moved back to the United States in 1980 when Waugh's health began to fail. They lived in Tampa, Fla., near Sorensen's daughter and her family. When Waugh died in 1981, Sorensen moved to Hendersonville, N.C. She died there of cancer in 1991. A television movie version of her novel <em>On This Star</em> (published in 1946) was broadcast in 1996 as <em>A Loss of Innocence</em>."
"James Still (July 16, 1906&ndash;April 28, 2001)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/stillja.jpg,"James Still was born on a farm near LaFayette, Ala., and began writing as a child. In 1924, he enrolled at Lincoln Memorial University in Tennessee because it offered work scholarships for poor students. One of his jobs was as library janitor, giving him after-hours access to books and magazines, an opportunity of which he took full advantage. Still earned an MA in English from Vanderbilt University in 1930 and a BS in Library Science from University of Illinois in 1931. In the fall of 1932, after a year of unsuccessfully looking for work, he became the librarian at the Hindman Settlement School in Kentucky’s Appalachian region working the first three years just for room and board, then for a modest salary. </p>
<p>Still continued writing and published stories and poems in national magazines. In 1937, he published his first book of poems, <em>Hounds on the Mountain</em>. In 1939, he quit his librarian job to live in the community, get to know its people, and work full-time on his writing. His novel, <em>River of Earth</em>, published in 1940, was based on the lives of the local residents. Following World War II, when he served in the Army Air Force in Africa, Still returned to his Kentucky cabin and his writing. In the 1940s, Still was awarded two Guggenheim Fellowships. He again served as librarian at Hindman from 1952 to 1962, then taught English at Morehead State University from 1962 to 1971. At that point, he retired to write full-time, producing children’s books, collections of folklore, short stories, and poetry."
"T. S. Stribling (March 4, 1881&ndash;July 8, 1965)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/stribts.jpg,"T. S. Stribling was born in Clifton, Tenn., where his parents ran a weekly newspaper and then a general store. As a boy, Stribling spent summers with relatives living near Gravelly Springs, Ala. Although he wanted to write, to please his parents Stribling trained to be a teacher. He studied first at Southern Normal College in Huntingdon, Tenn., then at the State Normal College in Florence, Ala. (now the University of North Alabama), from which he graduated in 1903. He taught in a public school in Tuscaloosa for one year, then entered law school at the University of Alabama, from which he graduated in 1905. He briefly practiced law in Florence, then returned to Tennessee to work as an office boy for a Nashville magazine. He left the magazine in 1908 and began to write full-time. He worked briefly as a reporter for the <em> Chattanooga News</em> in 1917, and he served as a stenographer for the Federal Aviation Bureau in 1918 as his contribution to the war effort. </p>
<p>As a professional writer, Stribling initially wrote children’s stories for Sunday school magazines and adventure stories for popular magazines. In 1917, he published his first novel, <em>The Cruise of the Dry Dock</em>, a “potboiler.” His first “serious” novel, <em>Birthright</em>, was published initially as a serial in <em>Century Magazine</em> in 1921-22, then as a book in 1922. His most famous novels, <em>The Forge</em>, <em>The Store</em>, and <em>Unfinished Cathedral</em>, formed a trilogy about the rise and fall of a fictional Florence family, the Vaidens. He continued to write both “potboilers” and ""serious"" novels until 1938. After that, he published only short stories in popular magazines such as <em>Ellery Queen’s Mystery Magazine</em> until his retirement in 1955."
"Hudson Strode (October 31, 1892&ndash;September 22, 1976)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/strodhu.jpg,"Hudson Strode was born in Cairo, Ill. The family soon moved to Denver, Colo., and, after his father’s death, to Kentucky, where Strode’s mother taught at Clinton College. Strode’s mother remarried, and the family moved to Demopolis, Ala. As a boy, Strode was interested in drama, acting in school plays and attending professional performances. He graduated from high school at age sixteen and enrolled at the University of Alabama, where his interest in drama continued. Strode earned his AB in English literature in 1913 and went to New York City, where he received an MA from Columbia University in 1914. Strode spent two years as an English instructor at Syracuse University. During this period, he sold his first short story to <em>McClure’s Magazine</em>. In 1916, Strode returned to the University of Alabama to teach English literature and public speaking. Ineligible for the draft because he was underweight, Strode spent World War I arranging troop entertainments. After the war, he returned to the University of Alabama. In addition to his teaching duties, Strode was also directing plays, giving lectures and dramatic readings, and writing. His health began to suffer, and he had a nervous breakdown in the summer of 1926. After recuperating at a friend’s home for several months, Strode returned to work. He spent the summers of 1927 and 1928 at the MacDowell Colony, writing poems, book reviews, and a one-act play. </p> 
<p>Strode suffered another breakdown in 1929, and he and his wife went to live in Bermuda so that he could recover his health. When they returned to Alabama in 1932, Strode published <em>The Story of Bermuda</em>, the first of a series of travel books he published in the 1930s and 1940s. In 1936, a request from one of his students, <a href=”http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=117”>Harriet Hassell</a>, prompted Strode to offer a fiction-writing class at the University of Alabama, which he continued to teach for twenty-five years. Many of his students won national writing competitions and, with Strode's assistance, found publishers for their short stories and novels. In the 1950s, Strode began working on a three-volume biography of Jefferson Davis. This work was published over a nine-year period and was generally well-received, although some reviewers questioned his sympathetic tone toward his subject. In 1961, Strode was made a Knight of the Royal Order of the North Star by King Gustav Adolf of Sweden in appreciation of his writings about Scandinavia. Strode retired from teaching in 1963. He continued to write and published another travel book in 1970 and a memoir in 1975."
"Oxford S. Stroud (June 14, 1924&ndash;March 12, 2002)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/strouos.jpg,"Oxford Stroud was born in Demopolis, Ala., the oldest child of <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=150"">Viola Goode Liddell</a>. The family lived in Albequerque, N.M., for several years. His parents divorced when he was six, however, and Stroud and his mother moved first to Linden, Ala., and then, in 1932, to Camden, Ala., where Stroud grew up. After graduating from high school in 1943, Stroud served in the US Army Air Corps and was stationed in England. After the war in Europe ended, he briefly attended a special serviceman’s course at Oxford University. When Stroud returned to the United States, he spent a year on the West Coast, hitchhiking and working six months for a logging company in Washington State. In 1946, Stroud enrolled in Southwestern University in Memphis, Tenn., to study for the ministry. He soon decided that he was unsuited to become a minister and transferred to Alabama Polytechnic Institute (now Auburn University). Stroud initially majored in forestry but soon changed to English. He earned a baccalaureate degree in 1949 and a master’s degree in 1953. In 1952, he was employed as a social worker in Wilcox County, Ala. </p>
<p>In 1953, Stroud returned to API to teach English literature and composition. He taught at API/Auburn for thirty years before retiring in 1983. During that time, Stroud authored a textbook for composition students, <em>Writing Prose That Makes a Difference and the Grammar Minimum</em>, published in 1979. He also became known on campus for his kudzu tea recipes. He wrote poems and short stories that appeared in regional and literary magazines. Stroud continued to live in Auburn after his retirement. His first novel, <em>Marbles</em>, based on his short story “Baptism,” was published in 1991. Stroud spent his last years working on two more novels. One of these, a sequel to <em>Marbles</em>, was never published, but the other, <em>To Yield a Dream</em>, was published shortly after his death from melanoma."
"Gay Talese (February 7, 1932&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/talesga.jpg,"Gay Talese was born and grew up in Ocean City, N.J., where his parents owned and ran a clothing store and the family lived in an apartment over the store. Talese began writing in high school, contributing sports stories to the <em>Ocean City Sentinel-Ledger</em>. When he had difficulty getting into college, a customer recommended that he apply to the University of Alabama. He enrolled at UA in 1949, majoring in journalism. Talese wrote sports stories for the student newspaper, <em>The Crimson-White</em>, and had a regular column “Sports Gay-zing.” He graduated with a BA in 1953 and went to New York City to look for a newspaper job. Talese worked for a year as a copyboy at <em>The New York Times</em>. He then spent two years in the US Army, serving in the Office of Public Information. Talese returned to the <em>Times</em> in 1956 as a sports reporter. After two years, his assignment was changed from sports to news. </p>
<p>In 1960, in addition to his work at the <em>Times</em>, Talese began writing freelance articles for <em>Esquire</em> magazine. <em>New York: A Serendipiter’s Journey</em>, a collection of his newspaper and magazine articles, was published in 1961. In 1964 and 1965, he published <em>The Bridge</em> and <em>The Overreachers</em>, respectively. Talese left the <em>Times</em> in 1965 but continued to write for <em>Esquire</em> for another year. He also began doing research for a book about the <em>Times</em>. <em>The Kingdom and the Power</em>, published in 1969, became a bestseller. His next three books were also bestsellers. Talese continued to write for magazines and published a collection of these articles in 2003. His memoir, <em>A Writer’s Life</em>, was published in 2006. Talese has been married since 1959 to editor Nan A. Talese. The couple divides their time between New York City and Ocean City, N.J."
"Ruby Pickens Tartt (January 13, 1880&ndash;November 29, 1974)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/tarttrp2.jpg,"Ruby Pickens Tartt was born and raised in Livingston, Ala. When she was growing up, she liked to accompany her father on visits to his black tenants. Tartt began drawing as a child. She attended Livingston Female Academy (now the University of West Alabama) for twelve years. In 1899, Tartt went to New Orleans to spend a year studying art and English at Sophie Newcomb College in Tulane University. She also spent a year in New York City studying art. She returned home and became head of the art department at Livingston Female Academy. After her marriage to a local banker, Tartt became active in community affairs working on behalf of local area blacks. In 1926, she befriended <a href=”http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=55”>Carl Carmer</a>, who used some of her stories for his book, <em>Stars Fell on Alabama</em>, identifying her as “Mary Louise.” </p>
<p>In 1937, Tartt started working for the Federal Writers’ Project, a New Deal agency. She was assigned to collect spirituals, oral histories of former slaves, and folk tales. The same year, John Lomax visited Sumter County to record folk music for the Library of Congress. Tartt introduced him to local black singers and storytellers. Lomax and Tartt became friends, and he returned in 1940 and 1941 to collect additional material. In 1942, he convinced Tartt to publish some of her collected material. Three of her stories appeared in <em>The Southwest Review</em> in 1944. The following year, excerpts from her work appeared in <em>Lay This Burden Down: A Folk History of Slavery</em>, a publication of the Federal Writers’ Project. Tartt worked at the Sumter County Public Library (now the Ruby Pickens Tartt Public Library) from 1940 to 1964 and was its director for many years. Although she didn’t write after the 1940s, she continued to draw and paint. In 1961, the Montgomery Museum of Art held an exhibit of Tartt’s work. Her last years were spent in the Sumter County Nursing Home."
"Nancy Van Laan (November 18, 1939&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/vanlana.jpg,"Nancy Van Laan was born in Baton Rouge, La. Her father was a colonel in the US Air Force, and the family moved frequently as Van Laan was growing up. She began making up stories to pass the time on long car trips. Although Van Laan had a learning disability, she loved to read. She began drawing and writing poetry as a child and enjoyed illustrating her own stories. Van Laan also loved ballet and began taking lessons at the age of nine. By age seventeen, she had her own ballet company in Birmingham that performed on a weekly program broadcast on Alabama Educational TV (now Alabama Public Television). Van Laan’s dancing career ended as a result of an injury she sustained as a student at Sullins College in Bristol, Va. After completing her AA degree at Sullins, she enrolled at the University of Alabama, earning her BA in radio and television in 1961. </p>
<p>Van Laan moved to New York after college. She worked briefly at an advertising company and then joined ABC-TV where she worked as a network censor from 1962 to 1966. Van Laan began writing at this time and also studied art. After her first two children were born, she resigned from ABC and began painting professionally, creating murals for schools and private clients. She earned an MFA in theater from Rutgers University in 1979 and wrote two plays which were performed regionally. Van Laan moved to eastern Pennsylvania where she taught English at a private boarding school from 1984 to 1989. She also taught creative writing at Rutgers from 1986 to 1989. Van Laan published her first book, <em>The Big Fat Worm</em>, in 1987. Two years later, she left teaching to write full time. Since then, Van Laan has published over two dozen books. One of these, <em>Rainbow Crow</em>, was featured on the PBS television series <em>Reading Rainbow</em>. Van Laan lives and writes in Doylestown, Pa."
"Margaret Walker (July 7, 1915&ndash;November 30, 1998)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/walkema.jpg,"Margaret Walker was born and spent much of her early life in Birmingham, Ala. When she was ten, the family moved to New Orleans where both her parents had teaching jobs. Her grandmother lived with the family and entertained the children with family stories of life under slavery. Walker’s parents introduced her to poetry and the classics, and she began writing poetry and prose at age eleven. Walker graduated from Gilbert Academy at age fourteen and began attending college at New Orleans University (now Dillard University). After two years, she transferred to Northwestern University and graduated with an AB in English in 1935. Walker was then hired by the Works Progress Administration (WPA) Federal Writers Project in Chicago. She became friends with Richard Wright, and the two helped each other with their writing projects. During this period, some of her poems were published in <em>The Crisis</em> and in <em>Poetry</em> magazine. In 1939, Walker enrolled in graduate school at the University of Iowa, earning an MA in 1940. Her thesis was a collection of poems later published as <em>For My People</em>.  </p>
<p>Walker taught for several years at Livingstone College in North Carolina and at West Virginia State College, Institute (now West Virginia State University). In 1949, she began teaching at Jackson State College (now Jackson State University) in Mississippi. In 1962, Walker took time off to pursue a PhD at the University of Iowa. Her dissertation was a draft of <em>Jubilee</em>, a novel based on her grandmother’s stories. After its publication in 1966, Walker returned to Jackson State where in 1968 she established the Institute for the Study of the History, Life, and Culture of Black People (renamed in 1989 the Margaret Walker Alexander National Research Center). In the last three decades of her life, Walker published three books of poetry, two collections of essays, and a controversial biography of Richard Wright. While she was working on <em>Jubilee</em>, Walker received Rosenwald and Ford Fellowships to do research. Later in her career, she held National Endowment for the Humanities and National Endowment for the Arts senior fellowships and a Yaddo residency."
"Sue Walker (April 6, 1939 or 1940&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/walkesb.jpg,"Sue Walker grew up in Foley, Ala. She was introduced to poetry as a child when Walker's mother read to her while she recuperated after a tonsillectomy. Walker was the editor of her high school newspaper. After earning a BS in education at the University of Alabama, she returned to Foley to teach English at a local high school for a year. She then enrolled at Tulane University in New Orleans, earning an MEd and MA and PhD degrees in English literature. In the mid-1970s, Walker moved to Tampa, Fla., where her husband  was employed. </p>
<p>Walker and her family returned to Alabama in 1979, moving to Mobile to be closer to Walker’s elderly parents. She spent the following year working as an editor of <em>Alabama Sun</em> magazine. In 1980, Walker began teaching at the University of South Alabama, where she served as chair of the English department from 1997 to 2008. In 1981, she founded the literary journal <em>Negative Capability</em>. Shortly thereafter, she started a small publishing house called Negative Capability Press. Walker has published poems and essays in literary journals, as well as scholarly papers. She has also edited collections of poems and essays by other writers. Walker served as Alabama’s Poet Laureate from 2003 to 2007. She was named Stokes Distinguished Professor of Creative Writing at the University of South Alabama in 2008."
Daniel Wallace (1959&ndash;present),https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/wallada.jpg,"Daniel Wallace was born and raised in Mountain View, a suburb of Birmingham, Ala. He had a complicated relationship with his father, whose marriage to his mother ended in divorce. Wallace attended Emory University and the University of North Carolina at Chapel Hill but left before graduating. He lived and worked in Japan for two years, then returned to Chapel Hill. He took a job in a bookstore and began to write in his spare time. It was thirteen years before he sold his first novel, <em>Big Fish</em>. During that time, he supported himself and his family as an illustrator. He currently writes both novels and short stories."
